temp,rh,rain
12.4,67.9,1.7
14.1,56.4,0
13.8,82.6,19.6
13.9,64.4,0.1
15.7,46.4,0
14.4,60.3,8.8
14.3,66.1,0
15.7,51.3,0
13.2,67.9,0
18.5,48.9,0
22,39.5,0
22.9,54.4,0
24.1,60.3,0
22.1,79.5,15
18.4,97.6,66.9
15.3,93,3.1
17.9,70.5,0
19.9,52.3,0
18.7,59.8,0.9
16,86.5,6.9
18.6,69.3,0.2
19.5,64.4,0
19.4,61,0
15.3,72.3,8.3
18,58.5,0
15.8,83,8.9
15.3,86,12.3
15.4,79.8,0.3
18.4,73,18.1
19.9,78.9,4
20.2,74.6,3.2
23.2,64.4,0
19.1,80.8,18.1
18.5,69.4,0
20.8,68.1,0
23,69.6,0
21.1,71.5,0
23.6,69.6,0.1
25.8,59.1,0
24.9,68.5,6.1
21.5,84.5,4.6
24.2,74.6,0
24.8,72.6,0
24.8,68.8,0
22.5,79.1,1.9
24.3,59.9,0
21.9,71.4,0
20,92.1,6.3
22.3,74,0
22.9,73.3,0
23.6,67,0
22.8,67.9,0
22.4,70.5,7.5
23,71.1,0
24.1,69,0
22.8,78.5,4.5
24.5,72.1,38.2
23.7,76.4,0.1
23.9,78.6,8
24.3,77.9,6
26.3,70.9,0
27.1,64.1,0
22.6,80,60
21.4,96.8,21.4
23.3,80.3,0
25.3,73.4,0
26.4,78.5,12.7
26,81.6,2.9
25.5,77.3,0
25.9,80.4,0.5
25.7,86.8,0.4
28.1,75.1,0
28.8,76.1,0
29.7,71.4,0
29.1,71.1,0
28.8,68.4,0
29.1,63.1,0
29.6,62.5,0
26.4,80.1,67.4
27.9,75.8,0
30.5,64,0
31.2,59.8,0
31.2,61.8,0
31.7,57.4,0
31.5,55.8,0
31.2,54.9,0
31.1,60.5,0
30.4,67.4,0
29.6,69.9,0
30.5,63.1,0
29.8,69.9,3
27.1,81.8,21
26.5,82.6,1.7
28,76.9,0
28.9,70.6,0
29.4,68.1,0
28.1,68.4,0
28,65,0
26.8,74.8,12.7
28.3,62.4,0
27.7,62.5,0
27.4,70.3,0
26.8,67.1,0
26.6,70.4,0
26.1,63.9,0
26.9,59.6,0
27.3,61.1,0
25.9,65,9.3
24.3,69.6,5.6
26,57.1,0
26.6,63.6,0
23.8,88.1,62.8
24.4,81.5,0
22.4,89.3,7.4
23.4,93.6,10.5
25,85.5,0.3
25.5,84.9,0.7
22.4,83.5,0.9
23.6,80.4,0
23.7,82.6,0.9
24.2,77.5,0
20.5,93.3,77.4
21.4,83.1,0.8
23.5,70.3,0
24.3,60.3,0
23.2,57,0
23.1,61.1,0
22.3,70.1,12
19.6,98.1,29.6
22.2,81.3,1.6
23.5,76.5,0
23.6,76,0
24,73.1,0
24.2,64.6,0
24.8,67.1,0
24.6,63.3,0
23.6,57.5,0
22.9,61.1,0
23.5,61.4,0
23.9,65.1,0
23.7,62.9,0
23.7,63.6,0
22,85.1,68.1
20.2,79,4.5
20.9,67.3,0
21.8,67.5,0
21.2,72.6,0
22.6,63,0
21.6,66,0
21.5,75.1,1.3
20.2,93.5,13.1
20.3,83.9,0
21.1,75.8,13.3
20.7,77.1,0
22.3,69.5,0
22.9,81,3.6
23.6,82.4,0
18.8,91.5,6.4
19.4,85.5,4.6
18.8,91.3,3.5
20.9,83.5,0.4
19.9,89,14.2
15.2,78.6,0.3
17.9,67.1,0
19.6,66.6,0
19.7,73.6,0
19,74.4,0
10.7,47.5,0
5.6,37.4,0
9.6,60.4,5.6
10.9,72.8,4.4
9.5,64.9,0
9.8,64.1,0
10.8,58.4,0
11.4,57.3,0
11.4,63.1,0
11.7,64.5,0
13,74.5,0
13.4,63.4,0
12.7,54.6,0
14.6,55.9,0
13.8,62.4,0
14.1,73.3,0.7
12.9,77.3,0
11.5,76.6,0
12.1,71.1,0
12.1,80.4,0
13,68.5,0
14.1,61.1,0
15.3,57.5,0
8.6,82.1,25.7
4.9,80.3,2
4.2,73.4,0.3
5.3,60.6,0
4.5,55.4,0
7.3,66.1,0
11.3,69.8,0
10.1,71.3,0
8.5,65.5,0
7.5,64.1,0
11.9,70.8,0
12.9,84.8,0
10.4,77,0
10.4,74.4,5.9
2.7,61.8,1.3
-0.6,60.9,0
4.1,64.3,0
5.7,55,0
2.9,57.5,0
3.4,53,0
5.1,52.4,0
7.6,62,0
5.7,80.4,27.2
-1.3,51.8,0
1.3,68.9,0.1
1.9,53.3,0.4
1.4,48.5,0
2.9,50.4,0
5.4,61.4,0
6.8,68.3,0
6.7,70,0
6.5,70.3,0
7,81.5,0.7
6,83.6,0
1.2,61.8,0
-2.2,43.8,0
3.7,64.9,1.2
7.2,84.8,2.1
6.4,71.6,0
-5.6,50.5,0
-5.7,64.1,2.8
-0.8,63.8,0.2
5.2,77.9,0
5.2,70.9,0
2.2,47.4,0
2.7,53.5,0
-0.3,65.3,0.2
-11.7,42.4,0
-12.1,43.5,0
-7.6,60.9,0
-4.1,73.8,0
0.4,72.9,0.2
-3.9,48.5,0
-6.7,35.9,0
-4.3,46.3,0
-1.3,57.9,0.3
-1.9,58.3,0
-2.5,51.8,0
-2.8,47.6,0
-2.2,47.1,0
-1.6,47.1,0
0.3,64.3,0
1.3,71.5,0
0.5,68.3,0.9
-7.4,55.5,0.2
-7.7,47.8,0
-6.4,45.8,0
-4.8,41.8,0
-1,48.3,0
-2,54.5,0
-5.8,59.9,0.5
-5.6,47.9,0
-5.3,72.3,1.7
-5,63.5,0
-2.7,55.6,0
0.3,52.4,0
2,52.4,0
4.6,56,0
2.8,80,0.7
1.3,62.8,0
-1.1,50,0
-2.7,51.6,0
-3.6,48.9,0
-2.8,45.4,0
-0.7,59,1.2
-1.3,76.6,1.7
-3.4,60.5,0
-3.4,52.4,0
-5.2,53.3,0
-6.6,48.8,0
-3.9,50.3,0
-2.5,51.3,0
-0.1,53.8,0
1,52.3,0
1.4,57.8,0
2.9,61.1,0
4.8,50.4,0
4.8,44.9,0
2.5,68.3,1.7
-4.7,58,0
-7.3,50.4,0
-6.2,41.6,0
-1.2,40.4,0
-1.7,52.9,0.1
-4.8,41.1,0
-3,56.3,0.1
-4.5,43.3,0
-5.6,38.5,0
-2.4,52.4,0
3,77.5,0
5.4,78.4,1.1
3.7,56.6,0
6.8,62.3,0
5.8,70.5,2.3
3.5,55.9,0
5.8,52.9,0
6.9,60.5,0
2.3,38.4,0
1.4,39.5,0
2.8,45.8,0
6,56.1,0
7.1,69.6,0
9.3,51.4,0
11.2,58.4,0
12.8,72.1,2.6
11.7,95.5,42.1
8.2,90.3,8.7
7.2,72.6,0
10.3,62.6,0
10.7,62,1.2
7.5,60.8,0
3.4,84.6,14.6
5.4,66.1,0
5,49.5,0
7.1,48.9,0
6.2,56.8,0
8.2,70.6,0
12,70,10.9
11.8,80.9,19.8
8.1,49.1,0
8.2,35.6,0
9.7,52.9,0
10.8,76.5,0.4
10.9,63.5,0
9.2,50.5,0
8.2,55,0
9.6,55,0
10.3,50.3,0
10.3,41.1,0
11.7,52.3,0
10.9,43.5,0
12.9,49,0
17.8,43.8,0.5
18.2,46,0
19.6,60.4,0
19.3,77.9,0.5
13.1,69.3,1.3
13.2,53.4,0
13.3,46.8,0
13.2,48.5,0
14,53.8,0
15.2,46.1,0
15.2,51.9,0
15.7,48.8,0
16.3,48.4,0
15,76.8,0
17.7,57.3,0
18.5,72.5,0.3
20,80.5,1.3
21.9,57.9,1
17.7,31.5,0
18.2,44,0
13.4,70.6,15.5
13,68,0
13.4,54.8,0
14.2,56.5,0
14.8,45.9,0
17.8,43.3,0
18.9,48.1,0
19.6,67.1,0
18.4,52.4,0.5
15.3,51.8,2
17.9,56.4,0
19.9,39,0
19.7,50.4,0
20.9,51.5,0
19.4,45.8,0
15.7,45.5,0
16.2,39.8,0
17.3,56.3,0
20,60.1,0
20,59.4,1.5
19.9,53.6,0
20.6,52.8,0
20.1,70.8,0
20.3,70.9,0
23,63.5,0
22.9,56.8,0
21,66.6,3.5
18.7,59.9,0
20,62.5,0
22.3,54.1,0
23.1,66.4,0
20.8,71,0
20.7,42.4,0
22.1,41.6,0
21.5,67.4,0
24.5,62.8,0
25.6,57,0
22.7,59.8,0
19.7,69,4.3
20.6,54.5,0
21.2,61.6,0
20.9,76.1,2.6
20.9,75.8,1.2
24.6,59.6,0
24.6,58.9,0
23.6,68.5,18
21.5,56.4,0
17.5,92.4,18.5
20.3,78.4,0.7
22.5,76.4,0
23.3,79.6,0
23.4,81.6,0
25.2,76.6,0
26.5,72.6,0
25.9,71.1,0
24.3,89.1,103
22.6,90.9,19.1
26,80.4,0
26.5,82.1,0
26.8,84.4,6.1
26.9,81.9,6.3
25.1,95.5,37.8
22.3,99.3,176.2
26.6,83.3,0
28.8,72.8,0
29.3,68.6,0
29.3,71.8,0
29.2,73.8,0
29.5,76,16.1
28.2,82.3,0
25.8,84.4,1.7
26.9,82.1,0.1
29.2,68,0
27,75,9
26.8,73.1,0
25,93.9,114.5
25.7,84.6,0.9
26,76.5,0
24.8,83.4,34
25.5,78.9,0
26.8,76,0
27.4,74.1,0
27.1,76.1,1.1
23.2,87.6,10.4
25.1,81.5,5.2
24.8,83.6,9.9
25,86.9,1.2
27.5,75,0
28.9,72.5,0
